"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Bellinger, Cody",641355,2017,480,128,59,26,4,39,26.6,11.7,".267",".352","0.933","97"
"Judge, Aaron",592450,2017,542,154,75,24,3,52,30.7,18.7,".284",".422","1.049","114"
"Ramirez, Hanley",434670,2017,496,120,73,24,0,23,21,9.2,".242",".320","0.749","62"
"Myers, Wil",571976,2017,567,138,76,29,3,30,27.7,10.8,".243",".328","0.792","74"
"Benintendi, Andrew",643217,2017,573,155,108,26,1,20,17,10.6,".271",".352","0.776","90"
"Cain, Lorenzo",456715,2017,584,175,128,27,5,15,15.5,8.4,".300",".363","0.803","49"
"Posey III, Buster",457763,2017,494,158,112,34,0,12,11.6,10.7,".320",".400","0.862","67"
"Arcia, Orlando",606115,2017,506,140,106,17,2,15,18.2,6.6,".277",".324","0.731","53"
"Gordon, Alex",460086,2017,476,99,68,20,2,9,23.3,8.3,".208",".293","0.608","45"
"Hosmer, Eric",543333,2017,603,192,135,31,1,25,15.5,9.8,".318",".385","0.883","94"
"Puig, Yasiel",624577,2017,499,131,77,24,2,28,17.5,11.2,".263",".346","0.833","74"
"Seager, Corey",608369,2017,539,159,104,33,0,22,21.4,10.9,".295",".375","0.854","77"
"Rizzo, Anthony",519203,2017,572,156,89,32,3,32,13,13.2,".273",".392","0.899","109"
"Andrus, Elvis",462101,2017,643,191,123,44,4,20,14.7,5.5,".297",".337","0.808","88"
"Rosario, Eddie",592696,2017,542,157,95,33,2,27,18,5.9,".290",".328","0.835","78"
"Encarnación, Edwin",429665,2017,554,143,84,20,1,38,19.9,15.5,".258",".377","0.881","107"
"Reynolds, Mark",448602,2017,520,139,86,22,1,30,29.5,11.6,".267",".352","0.839","97"
"Arenado, Nolan",571448,2017,606,187,100,43,7,37,15.6,9.1,".309",".373","0.959","130"
"Bryant, Kris",592178,2017,549,162,91,38,4,29,19.2,14.3,".295",".409","0.946","73"
"Lowrie, Jed",476704,2017,567,157,91,49,3,14,15.5,11.3,".277",".360","0.808","69"
"Polanco, Jorge",593871,2017,488,125,79,30,3,13,14.3,7.5,".256",".313","0.723","74"
"Upton, Justin",457708,2017,557,152,73,44,0,35,28.3,11.7,".273",".361","0.901","109"
"Duvall, Adam",594807,2017,587,146,75,37,3,31,26.3,6,".249",".301","0.781","99"
"Choo, Shin-Soo",425783,2017,544,142,99,20,1,22,21.1,12.1,".261",".357","0.780","78"
"Pham, Tommy",502054,2017,444,136,89,22,2,23,22.1,13.4,".306",".411","0.931","73"
"Reddick, Josh",502210,2017,477,150,99,34,4,13,13.5,8.1,".314",".363","0.847","82"
"Peralta, David",444482,2017,525,154,106,31,3,14,16.3,7.5,".293",".352","0.796","57"
"Murphy, Daniel",502517,2017,534,172,103,43,3,23,13,8.8,".322",".384","0.927","93"
"Mercer, Jordy",474568,2017,502,128,85,24,5,14,15.8,9.1,".255",".326","0.732","58"
"Santana, Domingo",570267,2017,525,146,87,29,0,30,29.3,12,".278",".371","0.876","85"
"Kepler, Max",596146,2017,511,124,71,32,2,19,20.1,8.3,".243",".312","0.737","69"
"Simmons, Andrelton",592743,2017,589,164,110,38,2,14,10.4,7.3,".278",".331","0.752","69"
"Carpenter, Matt",572761,2017,497,120,64,31,2,23,20.1,17.5,".241",".384","0.835","69"
"Beckham, Tim",542921,2017,533,148,103,18,5,22,29,6.3,".278",".328","0.782","62"
"Galvis, Freddy",520471,2017,608,155,108,29,6,12,16.7,6.8,".255",".309","0.691","61"
"Schoop, Jonathan",570731,2017,622,182,115,35,0,32,21,5.2,".293",".338","0.841","105"
"Longoria, Evan",446334,2017,613,160,102,36,2,20,16.1,6.8,".261",".313","0.737","86"
"McCutchen, Andrew",457705,2017,570,159,99,30,2,28,17.8,11.2,".279",".363","0.849","88"
"Thames, Eric",519346,2017,469,116,55,26,4,31,29.6,13.6,".247",".359","0.877","63"
"Bruce, Jay",457803,2017,555,141,74,29,2,36,22.5,9.2,".254",".324","0.832","101"
"Inciarte, Ender",542255,2017,662,201,158,27,5,11,13.1,6.8,".304",".350","0.759","57"
"Trout, Mike",545361,2017,402,123,62,25,3,33,17.8,18.5,".306",".442","1.071","72"
"Frazier, Todd",453943,2017,474,101,54,19,1,27,21.7,14.4,".213",".344","0.772","76"
"Sánchez, Yolmer",570560,2017,484,129,90,19,8,12,20.8,6.6,".267",".319","0.732","59"
"Bregman, Alex",608324,2017,556,158,95,39,5,19,15.5,8.8,".284",".352","0.827","71"
"Cozart, Zack",446359,2017,438,130,75,24,7,24,15.4,12.2,".297",".385","0.933","63"
"Springer III, George",543807,2017,548,155,92,29,0,34,17.7,10.2,".283",".367","0.889","85"
"Kinsler, Ian",435079,2017,551,130,80,25,3,22,14,9,".236",".313","0.725","52"
"Zimmerman, Ryan",475582,2017,524,159,90,33,0,36,21.9,7.6,".303",".358","0.931","108"
"Goldschmidt, Paul",502671,2017,558,166,93,34,3,36,22.1,14.2,".297",".404","0.967","120"
"Panik, Joe",605412,2017,511,147,104,28,5,10,9.4,8,".288",".347","0.768","53"
"Morrison, Logan",489149,2017,512,126,65,22,1,38,24.8,13.5,".246",".353","0.869","85"
"Sánchez, Gary",596142,2017,471,131,78,20,0,33,22.9,7.6,".278",".345","0.876","90"
"Davis, Chris",448801,2017,456,98,56,15,1,26,37.2,11.6,".215",".309","0.732","61"
"Machado, Manny",592518,2017,630,163,96,33,1,33,16.7,7.2,".259",".310","0.781","95"
"García, Avisaíl",541645,2017,518,171,121,27,5,18,19.8,5.9,".330",".380","0.886","80"
"Escobar, Alcides",444876,2017,599,150,103,36,5,6,16.2,2.4,".250",".272","0.629","54"
"Blackmon, Charlie",453568,2017,644,213,127,35,14,37,18.6,9,".331",".399","1.000","104"
"Lamb, Jake",571875,2017,536,133,69,30,4,30,23.9,13.7,".248",".357","0.844","105"
"Dozier, Brian",572821,2017,617,167,99,30,4,34,20,11.1,".271",".359","0.857","93"
"Markakis, Nick",455976,2017,593,163,115,39,1,8,16.4,10.1,".275",".354","0.738","76"
"Story, Trevor",596115,2017,503,120,61,32,3,24,34.4,8.8,".239",".308","0.765","82"
"Schebler, Scott",594988,2017,473,110,53,25,2,30,23.5,7.3,".233",".307","0.791","67"
"Buxton, Byron",621439,2017,462,117,81,14,6,16,29.4,7.4,".253",".314","0.727","51"
"Strange-Gordon, Dee",543829,2017,653,201,170,20,9,2,13.4,3.6,".308",".341","0.716","33"
"Cabrera, Melky",466320,2017,620,177,128,30,2,17,11.1,5.4,".285",".324","0.747","85"
"Span, Denard",452655,2017,497,135,87,31,5,12,12.7,7.4,".272",".329","0.756","43"
"Odor, Rougned",596059,2017,607,124,70,21,3,30,24.9,4.9,".204",".252","0.649","75"
"Granderson, Curtis",434158,2017,449,95,42,24,3,26,23.3,13.5,".212",".323","0.775","64"
"Calhoun, Kole",594777,2017,569,139,95,23,2,19,20.5,10.9,".244",".333","0.725","71"
"Gallo, Joey",608336,2017,449,94,32,18,3,41,36.8,14.1,".209",".333","0.870","80"
"Segura, Jean",516416,2017,524,157,114,30,2,11,14.7,6,".300",".349","0.776","45"
"Votto, Joey",458015,2017,559,179,108,34,1,36,11.7,19,".320",".454","1.032","100"
"Cruz Jr., Nelson",443558,2017,556,160,93,28,0,39,21.7,10.9,".288",".375","0.924","119"
"Seager, Kyle",572122,2017,578,144,83,33,1,27,16.9,8.9,".249",".323","0.773","88"
"Freeman, Freddie",518692,2017,440,135,70,35,2,28,18.5,12.6,".307",".403","0.989","71"
"Herrera, Odúbel",546318,2017,526,148,89,42,3,14,22.4,5.5,".281",".325","0.777","56"
"Gonzalez, Marwin",503556,2017,455,138,81,34,0,23,19.2,9.5,".303",".377","0.907","90"
"Merrifield, Whit",593160,2017,587,169,112,32,6,19,14,4.6,".288",".324","0.784","78"
"Peraza, José",606299,2017,487,126,108,9,4,5,13.5,3.9,".259",".297","0.621","37"
"Rendon, Anthony",543685,2017,508,153,86,41,1,25,13.6,13.9,".301",".403","0.936","100"
"Hernández, César",514917,2017,511,150,109,26,6,9,18,10.6,".294",".373","0.794","34"
"Davis, Khris",501981,2017,566,140,68,28,1,43,29.9,11.2,".247",".336","0.864","110"
"Headley, Chase",452104,2017,512,140,97,30,1,12,22.5,10.2,".273",".352","0.758","61"
"Souza Jr., Steven",519306,2017,523,125,72,21,2,30,29,13.6,".239",".351","0.810","78"
"González, Carlos",471865,2017,470,123,75,34,0,14,22.3,10.5,".262",".339","0.762","57"
"Dickerson, Corey",572816,2017,588,166,102,33,4,27,24.2,5.6,".282",".325","0.815","62"
"Bell, Josh",605137,2017,549,140,82,26,6,26,18.9,10.6,".255",".334","0.800","90"
"Taylor, Chris",621035,2017,514,148,88,34,5,21,25,8.8,".288",".354","0.850","72"
"Crawford, Brandon",543063,2017,518,131,82,34,1,14,19.8,7.4,".253",".305","0.708","77"
"Betts, Mookie",605141,2017,628,166,94,46,2,24,11.1,10.8,".264",".344","0.803","102"
"Bogaerts, Xander",593428,2017,571,156,108,32,6,10,18.3,8.8,".273",".343","0.746","62"
"Moustakas, Mike",519058,2017,555,151,89,24,0,38,15.7,5.7,".272",".314","0.835","85"
"Hamilton, Billy",571740,2017,582,144,112,17,11,4,21,7,".247",".299","0.634","38"
"Gardner, Brett",458731,2017,594,157,106,26,4,21,17.9,10.6,".264",".350","0.778","63"
"Jones, Adam",430945,2017,597,170,115,28,1,26,17.8,4.3,".285",".322","0.788","73"
"Beltrán, Carlos",136860,2017,467,108,65,29,0,14,20,6.5,".231",".283","0.666","51"
"Smoak, Justin",475253,2017,560,151,83,29,1,38,20.1,11.5,".270",".355","0.884","90"
"Moreland, Mitch",519048,2017,508,125,69,34,0,22,20.8,9.9,".246",".326","0.769","79"
"Joseph, Tommy",571830,2017,495,119,69,27,1,22,24.2,6.2,".240",".289","0.721","69"
"Bautista, José",430832,2017,587,119,69,27,0,23,24.8,12.2,".203",".308","0.674","65"
"Mauer, Joe",408045,2017,525,160,116,36,1,7,13.9,11.1,".305",".384","0.801","71"
"Ramírez, José",608070,2017,585,186,95,56,6,29,10.7,8.1,".318",".374","0.957","83"
"Healy, Ryon",592387,2017,576,156,102,29,0,25,23.5,3.8,".271",".302","0.753","78"
"Pujols, Albert",405395,2017,593,143,103,17,0,23,14.6,5.8,".241",".286","0.672","101"
"Anderson, Tim",641313,2017,587,151,104,26,4,17,26.7,2.1,".257",".276","0.678","56"
"Freese, David",501896,2017,426,112,86,16,0,10,23.1,11.5,".263",".368","0.739","52"
"Alonso, Yonder",475174,2017,451,120,70,22,0,28,22.6,13.1,".266",".365","0.866","67"
"Reyes, José",408314,2017,501,123,76,25,7,15,14.1,8.9,".246",".315","0.728","58"
"Abreu, José",547989,2017,621,189,107,43,6,33,17.6,5.2,".304",".354","0.906","102"
"Joyce, Matt",459964,2017,469,114,56,33,0,25,20.8,12.1,".243",".335","0.808","68"
"Realmuto, J.T.",592663,2017,532,148,95,31,5,17,18.3,6.2,".278",".332","0.783","65"
"Stanton, Giancarlo",519317,2017,597,168,77,32,0,59,23.6,12.3,".281",".376","1.007","132"
"Ozuna, Marcell",542303,2017,613,191,122,30,2,37,21.2,9.4,".312",".376","0.924","124"
"Lindor, Francisco",596019,2017,651,178,97,44,4,33,12.9,8.3,".273",".337","0.842","89"
