"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Martin, Russell",431145,2016,455,105,69,16,0,20,27.7,12,".231",".335","0.733","74"
"Saunders, Michael",459431,2016,490,124,65,32,3,24,28.1,10.6,".253",".338","0.816","57"
"Ramirez, Alexei",493351,2016,478,115,85,22,2,6,12.5,4.2,".241",".277","0.610","48"
"Bradley Jr., Jackie",598265,2016,558,149,86,30,7,26,22.5,9.9,".267",".349","0.835","87"
"Tulowitzki, Troy",453064,2016,492,125,80,21,0,24,18.6,7.9,".254",".318","0.761","79"
"Gardner, Brett",458731,2016,547,143,108,22,6,7,16.7,11,".261",".351","0.713","41"
"González, Adrián",408236,2016,568,162,113,31,0,18,18.5,8.7,".285",".349","0.784","90"
"Inciarte, Ender",542255,2016,522,152,118,24,7,3,11.8,7.8,".291",".351","0.732","29"
"Heyward, Jason",518792,2016,530,122,87,27,1,7,15.7,9.1,".230",".306","0.631","49"
"Beltré, Adrian",134181,2016,583,175,111,31,1,32,10.3,7.5,".300",".358","0.879","104"
"Ortiz, David",120074,2016,537,169,82,48,1,38,13.7,12.8,".315",".401","1.021","127"
"Moreland, Mitch",519048,2016,460,107,64,21,0,22,23.5,7,".233",".298","0.720","60"
"Tomás, Yasmany",630111,2016,530,144,82,30,1,31,24.2,5.5,".272",".313","0.821","83"
"Goldschmidt, Paul",502671,2016,579,172,112,33,3,24,21.3,15.6,".297",".411","0.900","95"
"Polanco, Gregory",570256,2016,527,136,76,34,4,22,20.3,9,".258",".323","0.786","86"
"Segura, Jean",516416,2016,637,203,135,41,7,20,14.6,5.6,".319",".368","0.867","64"
"Carpenter, Matt",572761,2016,473,128,65,36,6,21,19.1,14.3,".271",".380","0.885","68"
"Cabrera, Melky",466320,2016,591,175,114,42,5,14,10.7,7.3,".296",".345","0.800","86"
"Prado, Martín",445988,2016,600,183,135,37,3,8,10.5,7.4,".305",".359","0.776","75"
"Duvall, Adam",594807,2016,552,133,63,31,6,33,27,6.8,".241",".297","0.795","103"
"Blackmon, Charlie",453568,2016,578,187,118,35,5,29,15.9,6.7,".324",".381","0.933","82"
"Cespedes, Yoenis",493316,2016,479,134,77,25,1,31,19.9,9.4,".280",".354","0.884","86"
"Cuthbert, Cheslor",596144,2016,475,130,89,28,1,12,18.8,6.3,".274",".318","0.731","46"
"Kendrick III, Howie",435062,2016,487,124,88,26,2,8,17.7,9.2,".255",".326","0.692","40"
"Espinosa, Danny",457787,2016,516,108,69,15,0,24,29,9,".209",".306","0.684","72"
"Cruz Jr., Nelson",443558,2016,589,169,98,27,1,43,23.8,9.3,".287",".360","0.915","105"
"Rendon, Anthony",543685,2016,567,153,93,38,2,20,18.1,10,".270",".348","0.798","85"
"Gordon, Alex",460086,2016,445,98,63,16,2,17,29.2,10.3,".220",".312","0.692","40"
"Headley, Chase",452104,2016,467,118,85,18,1,14,22.3,9.6,".253",".331","0.716","51"
"Dozier, Brian",572821,2016,615,165,83,35,5,42,20,8.8,".268",".340","0.886","99"
"Calhoun, Kole",594777,2016,594,161,103,35,5,18,17.6,10,".271",".348","0.786","75"
"Bryant, Kris",592178,2016,603,176,99,35,3,39,22,10.7,".292",".385","0.939","102"
"Davis, Chris",448801,2016,566,125,66,21,0,38,32.9,13.2,".221",".332","0.791","84"
"Pedroia, Dustin",456030,2016,633,201,149,36,1,15,10.5,8.7,".318",".376","0.825","74"
"Kinsler, Ian",435079,2016,618,178,117,29,4,28,16.9,6.6,".288",".348","0.832","83"
"Fowler, Dexter",451594,2016,456,126,81,25,7,13,22.5,14.3,".276",".393","0.840","48"
"Galvis, Freddy",520471,2016,584,141,92,26,3,20,21.8,4,".241",".274","0.673","67"
"Realmuto, J.T.",592663,2016,509,154,112,31,0,11,18.3,5.1,".303",".343","0.771","48"
"Harrison, Josh",543281,2016,487,138,102,25,7,4,14.6,3.4,".283",".311","0.699","59"
"Castro, Starlin",516770,2016,577,156,105,29,1,21,19.3,3.9,".270",".300","0.733","70"
"Markakis, Nick",455976,2016,599,161,110,38,0,13,14.8,10.4,".269",".346","0.743","89"
"Ramirez, Hanley",434670,2016,549,157,98,28,1,30,19.4,9.7,".286",".361","0.866","111"
"Cabrera, Miguel",408234,2016,595,188,118,31,1,38,17.1,11,".316",".393","0.956","108"
"Trumbo, Mark",444432,2016,613,157,82,27,1,47,25.5,7.6,".256",".316","0.849","108"
"Kipnis, Jason",543401,2016,610,168,100,41,4,23,21.2,8.7,".275",".343","0.812","82"
"Odor, Rougned",596059,2016,605,164,94,33,4,33,21.4,3,".271",".296","0.798","88"
"Pujols, Albert",405395,2016,593,159,109,19,0,31,11.5,7.5,".268",".323","0.780","119"
"LeMahieu, DJ",518934,2016,552,192,141,32,8,11,12.6,10.4,".348",".416","0.911","66"
"Belt, Brandon",474832,2016,542,149,83,41,8,17,22.6,15.9,".275",".394","0.868","82"
"Valencia, Danny",502143,2016,471,135,95,22,1,17,22.2,7.9,".287",".346","0.792","51"
"Murphy, Daniel",502517,2016,531,184,107,47,5,25,9.8,6,".347",".390","0.985","104"
"González, Carlos",471865,2016,584,174,105,42,2,25,20.4,7.3,".298",".350","0.855","100"
"Canó, Robinson",429664,2016,655,195,121,33,2,39,14,6.6,".298",".350","0.883","103"
"Beltrán, Carlos",136860,2016,552,163,101,33,0,29,17,5.9,".295",".337","0.850","93"
"Panik, Joe",605412,2016,464,111,73,21,7,10,8.9,9.5,".239",".315","0.694","62"
"Miller, Brad",543543,2016,548,133,68,29,6,30,24.8,7.8,".243",".304","0.786","81"
"Molina, Yadier",425877,2016,534,164,117,38,1,8,10.8,6.7,".307",".360","0.787","58"
"Vogt, Stephen",519390,2016,490,123,77,30,2,14,15.6,6.6,".251",".305","0.711","56"
"Mauer, Joe",408045,2016,494,129,92,22,4,11,16.1,13.7,".261",".363","0.752","49"
"Gregorius, Didi",544369,2016,562,155,101,32,2,20,13.7,3.2,".276",".304","0.751","70"
"Martinez, J.D.",502110,2016,460,141,82,35,2,22,24.8,9.5,".307",".373","0.908","68"
"Iglesias, Jose",578428,2016,467,119,89,26,0,4,9.7,5.5,".255",".306","0.642","32"
"Trout, Mike",545361,2016,549,173,107,32,5,29,20.1,17,".315",".441","0.991","100"
"Bautista, José",430832,2016,423,99,52,24,1,22,19.9,16.8,".234",".366","0.818","69"
"Myers, Wil",571976,2016,599,155,94,29,4,28,23.7,10.1,".259",".336","0.797","94"
"Mercer, Jordy",474568,2016,519,133,97,22,3,11,14.2,8.7,".256",".328","0.702","59"
"Braun, Ryan",460075,2016,511,156,100,23,3,30,17.4,8.2,".305",".365","0.903","91"
"Seager, Kyle",572122,2016,597,166,97,36,3,30,16,10.2,".278",".359","0.858","99"
"Morales, Kendrys",434778,2016,558,147,93,24,0,30,19.4,7.8,".263",".327","0.795","93"
"Yelich, Christian",592885,2016,578,172,110,38,3,21,20.9,10.9,".298",".376","0.859","98"
"Springer III, George",543807,2016,644,168,105,29,5,29,23.9,11.8,".261",".359","0.816","82"
"Forsythe, Logan",523253,2016,511,135,87,24,4,20,22.4,8.1,".264",".333","0.777","52"
"Pillar, Kevin",607680,2016,548,146,102,35,2,7,15.4,4.1,".266",".303","0.679","53"
"Utley, Chase",400284,2016,512,129,86,26,3,14,20.4,7.1,".252",".319","0.715","52"
"Piscotty, Stephen",572039,2016,582,159,99,35,3,22,20.5,7.9,".273",".343","0.800","85"
"Ramos, Wilson",467092,2016,482,148,101,25,0,22,15.1,6.7,".307",".354","0.850","80"
"Votto, Joey",458015,2016,556,181,116,34,2,29,17.7,16,".326",".434","0.984","97"
"Betts, Mookie",605141,2016,672,214,136,42,5,31,11,6.7,".318",".363","0.897","113"
"Zobrist, Ben",450314,2016,523,142,90,31,3,18,13,15.2,".272",".386","0.832","76"
"Gennett, Scooter",571697,2016,498,131,86,30,1,14,21.1,7,".263",".317","0.729","56"
"Bruce, Jay",457803,2016,539,135,69,27,6,33,21.4,7.5,".250",".309","0.815","99"
"Hechavarría, Adeiny",588751,2016,508,120,94,17,6,3,13.3,6,".236",".283","0.594","38"
"Martinez, Victor",400121,2016,553,160,111,22,0,27,14.8,8.2,".289",".351","0.827","86"
"Eaton, Adam",594809,2016,619,176,124,29,9,14,16.3,8.9,".284",".362","0.790","59"
"Cozart, Zack",446359,2016,464,117,71,28,2,16,16.5,7.3,".252",".308","0.733","50"
"Escobar, Alcides",444876,2016,637,166,129,24,6,7,14.1,4,".261",".292","0.642","55"
"Hosmer, Eric",543333,2016,605,161,111,24,1,25,19.8,8.5,".266",".328","0.761","104"
"Napoli, Mike",435063,2016,557,133,76,22,1,34,30.1,12.1,".239",".335","0.800","101"
"Werth, Jayson",150029,2016,525,128,79,28,0,21,22.9,11.7,".244",".335","0.752","69"
"Posey III, Buster",457763,2016,539,155,106,33,2,14,11.1,10.4,".288",".362","0.796","80"
"Desmond, Ian",435622,2016,625,178,124,29,3,22,23.6,6.5,".285",".335","0.781","86"
"Ellsbury, Jacoby",453056,2016,551,145,107,24,5,9,13.6,8.8,".263",".330","0.704","56"
"Dickerson, Corey",572816,2016,510,125,62,36,3,24,24.5,6,".245",".293","0.762","70"
"Villar, Jonathan",542340,2016,589,168,108,38,3,19,25.6,11.6,".285",".369","0.826","63"
"Mazara, Nomar",608577,2016,516,137,101,13,3,20,19.7,6.9,".266",".320","0.739","64"
"Upton, Justin",457708,2016,570,140,79,28,2,31,28.6,8,".246",".310","0.775","87"
"Carter, Chris",474892,2016,549,122,53,27,1,41,32,11.8,".222",".321","0.820","94"
"Jones, Adam",430945,2016,619,164,116,19,0,29,17.1,5.8,".265",".310","0.746","83"
"Lucroy, Jonathan",518960,2016,490,143,92,24,3,24,18.4,8.6,".292",".355","0.855","81"
"Freeman, Freddie",518692,2016,589,178,95,43,6,34,24.7,12.8,".302",".400","0.969","91"
"Andrus, Elvis",462101,2016,506,153,107,31,7,8,12.3,8.3,".302",".362","0.801","69"
"Gonzalez, Marwin",503556,2016,484,123,81,26,3,13,22.8,4.2,".254",".293","0.694","51"
"Rizzo, Anthony",519203,2016,583,170,91,43,4,32,16,10.9,".292",".385","0.929","109"
"Santana, Carlos",467793,2016,582,151,83,31,3,34,14.4,14.4,".259",".366","0.864","87"
"Span, Denard",452655,2016,572,152,113,23,5,11,12.4,8.3,".266",".331","0.712","53"
"McCutchen, Andrew",457705,2016,598,153,100,26,3,24,21.2,10.2,".256",".336","0.766","79"
"Seager, Corey",608369,2016,627,193,122,40,5,26,19.4,7.9,".308",".365","0.877","72"
"Cabrera, Asdrúbal",452678,2016,521,146,92,30,1,23,18.1,6.7,".280",".336","0.810","62"
"Granderson, Curtis",434158,2016,545,129,70,24,5,30,20.5,11.7,".237",".335","0.799","59"
"Escobar, Yunel",488862,2016,517,157,123,28,1,5,11.8,7.1,".304",".355","0.746","39"
"Davis, Khris",501981,2016,555,137,69,24,2,42,27.2,6.9,".247",".307","0.831","102"
"Russell, Addison",608365,2016,525,125,76,25,3,21,22.6,9.2,".238",".321","0.738","95"
"Turner, Justin",457759,2016,556,153,89,34,3,27,17.2,7.7,".275",".339","0.832","90"
