"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Haniger, Mitch",571745,2021,620,157,93,23,2,39,24.5,7.8,".253",".318","0.803","100"
"Bichette, Bo",666182,2021,640,191,131,30,1,29,19.9,5.8,".298",".343","0.827","102"
"Olson, Matt",621566,2021,565,153,79,35,0,39,16.8,13.1,".271",".371","0.911","111"
"Correa, Carlos",621043,2021,555,155,94,34,1,26,18.1,11.7,".279",".366","0.851","92"
"García, Avisaíl",541645,2021,461,121,74,18,0,29,23.5,7.4,".262",".330","0.820","86"
"García, Adolis",666969,2021,581,141,82,26,2,31,31.2,5.1,".243",".286","0.740","90"
"Benintendi, Andrew",643217,2021,493,136,90,27,2,17,18,6.7,".276",".324","0.766","73"
"Bell, Josh",605137,2021,498,130,78,24,1,27,17.8,11.4,".261",".347","0.823","88"
"Verdugo, Alex",657077,2021,544,157,110,32,2,13,15.9,8.4,".289",".351","0.777","63"
"Farmer, Kyle",571657,2021,483,127,87,22,2,16,18.3,4.2,".263",".316","0.732","63"
"Canha, Mark",592192,2021,519,120,77,22,4,17,20.5,12.3,".231",".358","0.745","61"
"Blackmon, Charlie",453568,2021,514,139,97,25,4,13,15.6,9.3,".270",".351","0.762","78"
"Votto, Joey",458015,2021,448,119,59,23,1,36,23.8,14.4,".266",".375","0.938","99"
"Cabrera, Miguel",408234,2021,472,121,90,16,0,15,22.4,7.6,".256",".316","0.702","75"
"Merrifield, Whit",593160,2021,664,184,129,42,3,10,14.3,5.6,".277",".317","0.712","74"
"Meadows, Austin",640457,2021,518,121,62,29,3,27,20.6,10,".234",".315","0.773","106"
"O'Neill, Tyler",641933,2021,482,138,76,26,2,34,31.3,7.1,".286",".352","0.912","80"
"Sanó, Miguel",593934,2021,470,105,51,24,0,30,34.4,11.1,".223",".312","0.778","75"
"Kiner-Falefa, Isiah",643396,2021,635,172,136,25,3,8,13.3,4.1,".271",".312","0.669","53"
"Schoop, Jonathan",570731,2021,623,173,120,30,1,22,19.7,5.5,".278",".320","0.755","84"
"Freeman, Freddie",518692,2021,600,180,122,25,2,31,15.4,12.2,".300",".393","0.896","83"
"Solak, Nick",669256,2021,458,111,80,18,2,11,20.9,6.7,".242",".314","0.676","49"
"Fletcher, David",664058,2021,626,164,132,27,3,2,9,4.7,".262",".297","0.621","47"
"Escobar, Eduardo",500871,2021,549,139,80,26,5,28,20.7,8,".253",".314","0.786","90"
"McMahon, Ryan",641857,2021,528,134,78,32,1,23,24.7,9.9,".254",".331","0.780","86"
"Donaldson, Josh",518626,2021,457,113,61,26,0,26,21,13.6,".247",".352","0.827","72"
"Altuve, Jose",514888,2021,601,167,103,32,1,31,13.4,9.7,".278",".350","0.839","83"
"Rizzo, Anthony",519203,2021,496,123,75,23,3,22,15.1,9,".248",".344","0.784","61"
"Abreu, José",547989,2021,566,148,86,30,2,30,21.7,9.3,".261",".351","0.832","117"
"Taylor, Michael A.",572191,2021,483,118,89,16,1,12,27.3,6.3,".244",".297","0.653","54"
"India, Jonathan",663697,2021,532,143,86,34,2,21,22.3,11.3,".269",".376","0.835","69"
"Chisholm Jr., Jazz",665862,2021,464,115,73,20,4,18,28.6,6.7,".248",".303","0.728","53"
"Guerrero Jr., Vladimir",665489,2021,604,188,110,29,1,48,15.8,12.3,".311",".401","1.002","111"
"Cron, C.J.",543068,2021,470,132,72,31,1,28,21.4,11,".281",".375","0.905","92"
"Newman, Kevin",621028,2021,517,117,87,22,3,5,7.4,4.9,".226",".265","0.574","39"
"Moncada, Yoán",660162,2021,520,137,89,33,1,14,25.5,13.6,".263",".375","0.787","61"
"Suárez, Eugenio",553993,2021,505,100,46,23,0,31,29.8,9.8,".198",".286","0.714","79"
"Albies, Ozzie",645277,2021,629,163,86,40,7,30,18.7,6.9,".259",".310","0.798","106"
"Rosario, Amed",642708,2021,550,155,113,25,6,11,20.4,5.3,".282",".321","0.730","57"
"Judge, Aaron",592450,2021,550,158,95,24,0,39,25,11.8,".287",".373","0.917","98"
"Peralta, David",444482,2021,487,126,80,30,8,8,17.1,8.6,".259",".325","0.727","63"
"Andrus, Elvis",462101,2021,497,121,91,25,2,3,15,5.7,".243",".294","0.614","37"
"Renfroe, Hunter",592669,2021,521,135,71,33,0,31,22.7,7.7,".259",".315","0.816","96"
"Alvarez, Yordan",670541,2021,537,149,80,35,1,33,24.2,8.4,".277",".346","0.877","104"
"Goldschmidt, Paul",502671,2021,603,177,108,36,2,31,20,9.9,".294",".365","0.879","99"
"Díaz, Yandy",650490,2021,465,119,85,20,1,13,15.7,12.8,".256",".353","0.740","64"
"Muncy, Max",571970,2021,497,124,60,26,2,36,20.3,14,".249",".368","0.895","94"
"Swanson, Dansby",621020,2021,588,146,84,33,2,27,25.6,8,".248",".311","0.760","88"
"Harrison, Josh",543281,2021,505,141,98,33,2,8,13.4,5.6,".279",".341","0.741","60"
"Riley, Austin",663586,2021,590,179,112,33,1,33,25.4,7.9,".303",".367","0.898","107"
"Rojas, Miguel",500743,2021,495,131,89,30,3,9,13.7,6.9,".265",".322","0.714","48"
"Segura, Jean",516416,2021,514,149,105,27,3,14,13.8,6.9,".290",".348","0.784","58"
"Tapia, Raimel",606132,2021,487,133,99,26,2,6,13.1,7.5,".273",".327","0.699","50"
"Marte, Starling",516782,2021,467,145,103,27,3,12,18.8,8.2,".310",".383","0.841","55"
"Edman, Tommy",669242,2021,641,168,113,41,3,11,13.7,5.5,".262",".308","0.695","56"
"Lopez, Nicky",670032,2021,497,149,120,21,6,2,13.1,8.7,".300",".365","0.743","43"
"Polanco, Jorge",593871,2021,588,158,88,35,2,33,18.3,7,".269",".323","0.826","98"
"Perez, Salvador",521692,2021,620,169,97,24,0,48,25.6,4.2,".273",".316","0.860","121"
"Stanton, Giancarlo",519317,2021,510,139,85,19,0,35,27.1,10.9,".273",".354","0.870","97"
"Mancini III, Trey",641820,2021,556,142,87,33,1,21,23.2,8.3,".255",".326","0.758","71"
"Lowe, Brandon",664040,2021,535,132,62,31,0,39,27.2,11.1,".247",".340","0.863","99"
"Anderson, Tim",641313,2021,527,163,115,29,2,17,21.6,4,".309",".338","0.807","61"
"Soler, Jorge",624585,2021,516,115,61,27,0,27,23.6,11.1,".223",".316","0.748","70"
"Machado, Manny",592518,2021,564,157,96,31,2,28,15.9,9.8,".278",".347","0.836","106"
"Dozier, Hunter",641531,2021,487,105,56,27,6,16,28.4,7.9,".216",".285","0.679","54"
"McCutchen, Andrew",457705,2021,482,107,55,24,1,27,23,14.1,".222",".334","0.778","80"
"Walsh, Jared",665120,2021,530,147,83,34,1,29,26,8.2,".277",".340","0.849","98"
"Castellanos, Nick",592206,2021,531,164,91,38,1,34,20.7,7,".309",".362","0.938","100"
"Betts, Mookie",605141,2021,466,123,68,29,3,23,15.6,12.4,".264",".367","0.854","58"
"Candelario, Jeimer",600869,2021,557,151,90,42,3,16,21.6,10.4,".271",".351","0.794","67"
"Story, Trevor",596115,2021,526,132,69,34,5,24,23.4,8.9,".251",".329","0.800","75"
"Iglesias, Jose",578428,2021,483,131,93,27,2,9,14.7,4.1,".271",".309","0.700","48"
"Happ, Ian",664023,2021,465,105,59,20,1,25,29.2,11.6,".226",".323","0.757","66"
"Straw, Myles",664702,2021,564,153,119,29,1,4,19,10.5,".271",".349","0.697","48"
"Gurriel Jr., Yuli",493329,2021,530,169,123,31,0,15,11.2,9.8,".319",".383","0.845","81"
"Urías, Luis",649966,2021,490,122,73,25,1,23,20.4,11.1,".249",".345","0.790","75"
"Báez, Javier",595879,2021,502,133,82,18,2,31,33.6,5.1,".265",".319","0.813","87"
"Soto, Juan",665742,2021,502,157,106,20,2,29,14.2,22.2,".313",".465","0.999","95"
"Santana, Carlos",467793,2021,565,121,87,15,0,19,15.5,13.1,".214",".319","0.661","69"
