"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Gonzalez, Marwin",503556,2018,489,121,77,25,3,16,22.8,9.6,".247",".324","0.733","68"
"Marte, Starling",516782,2018,559,155,98,32,5,20,18,5.8,".277",".327","0.787","72"
"Alonso, Yonder",475174,2018,516,129,87,19,0,23,21.4,8.9,".250",".317","0.738","83"
"Kipnis, Jason",543401,2018,530,122,75,28,1,18,18.6,10,".230",".315","0.704","75"
"Davis, Chris",448801,2018,470,79,51,12,0,16,36.8,7.9,".168",".243","0.539","49"
"Harper, Bryce",547180,2018,550,137,69,34,0,34,24.3,18.7,".249",".393","0.889","100"
"Springer III, George",543807,2018,544,144,96,26,0,22,19.8,10.4,".265",".346","0.780","71"
"Anderson, Brian",605119,2018,590,161,112,34,4,11,19.3,9.3,".273",".357","0.757","65"
"Ozuna, Marcell",542303,2018,582,163,122,16,2,23,17.5,6.1,".280",".325","0.758","88"
"Margot, Manuel",622534,2018,477,117,75,26,8,8,17,6.2,".245",".292","0.676","51"
"Merrifield, Whit",593160,2018,632,192,134,43,3,12,16.1,8.6,".304",".367","0.805","60"
"Carpenter, Matt",572761,2018,564,145,67,42,0,36,23.4,15.1,".257",".374","0.897","81"
"Grandal, Yasmani",518735,2018,440,106,57,23,2,24,23.9,13.9,".241",".349","0.815","68"
"Duffy, Matt",622110,2018,503,148,121,22,1,4,16.6,8.4,".294",".361","0.727","44"
"Upton, Justin",457708,2018,533,137,88,18,1,30,28.7,10.4,".257",".344","0.807","85"
"Rojas, Miguel",500743,2018,488,123,99,13,0,11,13.1,4.5,".252",".297","0.643","53"
"Ramírez, José",608070,2018,578,156,75,38,4,39,11.5,15.2,".270",".387","0.939","105"
"Moustakas, Mike",519058,2018,573,144,82,33,1,28,16.2,7.7,".251",".315","0.774","95"
"Cruz Jr., Nelson",443558,2018,519,133,77,18,1,37,20.6,9.3,".256",".342","0.851","97"
"Strange-Gordon, Dee",543829,2018,556,149,120,17,8,4,13.6,1.5,".268",".288","0.637","36"
"Gennett, Scooter",571697,2018,584,181,125,30,3,23,19.6,6.6,".310",".357","0.847","92"
"Bellinger, Cody",641355,2018,557,145,85,28,7,25,23.9,10.9,".260",".343","0.813","76"
"Taylor, Chris",621035,2018,536,136,76,35,8,17,29.5,9.1,".254",".331","0.775","63"
"Sánchez, Yolmer",570560,2018,600,145,93,34,10,8,20.8,7.4,".242",".306","0.678","55"
