"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Anderson, Tim",641313,2023,493,121,100,18,2,1,23.3,5,".245",".286","0.582","25"
"Betts, Mookie",605141,2023,584,179,99,40,1,39,15.4,13.9,".307",".408","0.987","107"
"Alonso, Pete",624413,2023,568,123,54,21,2,46,22.9,9.9,".217",".318","0.822","118"
"Suárez, Eugenio",553993,2023,598,139,88,29,0,22,30.8,10.1,".232",".323","0.714","96"
"Riley, Austin",663586,2023,636,179,107,32,3,37,24.1,8.3,".281",".345","0.861","97"
"Swanson, Dansby",621020,2023,565,138,88,25,3,22,24.1,10.3,".244",".328","0.744","80"
"Ozuna, Marcell",542303,2023,530,145,75,29,1,40,22.6,9.6,".274",".346","0.904","100"
"Olson, Matt",621566,2023,608,172,88,27,3,54,23.2,14.4,".283",".389","0.993","139"
"Bohm, Alec",664761,2023,558,153,102,31,0,20,15.4,6.9,".274",".327","0.764","97"
"McNeil, Jeff",643446,2023,585,158,119,25,4,10,10,6,".270",".333","0.711","55"
"Torres, Gleyber",650402,2023,596,163,108,28,2,25,14.6,10,".273",".347","0.800","68"
"Nootbaar, Lars",663457,2023,426,111,73,23,1,14,19.7,14.3,".261",".367","0.785","46"
"Friedl Jr., TJ",670770,2023,488,136,88,22,8,18,16.2,8.5,".279",".352","0.819","66"
"Chapman, Matt",656305,2023,509,122,64,39,2,17,28.4,10.7,".240",".330","0.754","54"
"Davis, J.D.",605204,2023,480,119,77,23,1,18,27.8,9.5,".248",".325","0.737","69"
"Gurriel Jr., Lourdes",666971,2023,551,144,83,35,2,24,17.4,5.6,".261",".309","0.772","82"
"India, Jonathan",663697,2023,454,111,71,23,0,17,20.6,9.8,".244",".338","0.745","61"
"Tatis Jr., Fernando",665487,2023,575,148,89,33,1,25,22.2,8.3,".257",".322","0.771","78"
"Giménez, Andrés",665926,2023,557,140,93,27,5,15,18.2,5.2,".251",".314","0.713","62"
"Ohtani, Shohei",660271,2023,497,151,73,26,8,44,23.9,15.2,".304",".412","1.066","95"
"Hernández, Enrique",571771,2023,465,110,76,23,0,11,19.1,6.7,".237",".289","0.646","61"
"Candelario, Jeimer",600869,2023,505,127,63,39,3,22,22,9.2,".251",".336","0.807","70"
"Báez, Javier",595879,2023,510,113,82,18,4,9,22.9,4.4,".222",".267","0.592","59"
"Lindor, Francisco",596019,2023,602,153,87,33,2,31,19.9,9.6,".254",".336","0.806","98"
"Suwinski, Jack",669261,2023,447,100,51,21,2,26,32.2,14,".224",".339","0.793","74"
"Cronenworth, Jake",630105,2023,458,105,64,24,7,10,18.6,8.8,".229",".312","0.690","48"
"Witt Jr., Bobby",677951,2023,641,177,108,28,11,30,17.4,5.8,".276",".319","0.814","96"
"Edman, Tommy",669242,2023,479,119,77,25,4,13,15.9,6.6,".248",".307","0.706","47"
"Adames, Willy",642715,2023,553,120,65,29,2,24,25.9,11.1,".217",".310","0.717","80"
"Melendez Jr., MJ",669004,2023,533,125,75,29,5,16,28.2,10.3,".235",".316","0.714","56"
"Correa, Carlos",621043,2023,514,118,69,29,2,18,22.6,10.2,".230",".312","0.711","65"
"Tucker, Kyle",663656,2023,574,163,92,37,5,29,13.6,11.9,".284",".369","0.886","112"
"Hoerner, Nico",663538,2023,619,175,135,27,4,9,12.1,7.1,".283",".346","0.729","68"
"García, Adolis",666969,2023,555,136,68,29,0,39,27.7,10.3,".245",".328","0.836","107"
"Harris II, Michael",671739,2023,505,148,94,33,3,18,18.7,4.6,".293",".331","0.808","57"
"Benintendi, Andrew",643217,2023,562,147,106,34,2,5,14.3,8.4,".262",".326","0.682","45"
"Renfroe, Hunter",592669,2023,498,116,65,31,0,20,22.8,8,".233",".297","0.713","60"
"Rooker Jr., Brent",667670,2023,463,114,63,20,1,30,32.7,9.3,".246",".329","0.817","69"
"Vierling, Matt",663837,2023,479,125,89,21,5,10,21.1,8.3,".261",".329","0.717","44"
"Bregman, Alex",608324,2023,622,163,106,28,4,25,12,12.7,".262",".363","0.804","98"
"Merrifield, Whit",593160,2023,547,149,111,27,0,11,17.1,6.1,".272",".318","0.700","67"
"Garcia, Maikel",672580,2023,464,126,98,20,4,4,22.3,7.4,".272",".323","0.681","50"
"Walker, Christian",572233,2023,582,150,79,36,2,33,19.2,9.4,".258",".333","0.830","103"
"Machado, Manny",592518,2023,543,140,89,21,0,30,18.1,8.3,".258",".319","0.781","91"
"Bell, Josh",605137,2023,547,135,85,28,0,22,21.7,10.2,".247",".325","0.744","74"
"Grisham, Trent",663757,2023,469,93,48,31,1,13,27.7,13.5,".198",".315","0.667","50"
"Soto, Juan",665742,2023,568,156,88,32,1,35,18.2,18.6,".275",".410","0.929","109"
"France, Ty",664034,2023,587,147,103,32,0,12,17.6,6.5,".250",".337","0.703","58"
"Harper, Bryce",547180,2023,457,134,83,29,1,21,21.8,14.7,".293",".401","0.900","72"
"Nimmo, Brandon",607043,2023,592,162,102,30,6,24,21.4,10.9,".274",".363","0.829","68"
"Contreras, William",661388,2023,540,156,100,38,1,17,20.6,10.3,".289",".367","0.824","78"
"Smith, Dominic",642086,2023,527,134,100,21,1,12,15.5,8,".254",".326","0.692","46"
"Guerrero Jr., Vladimir",665489,2023,602,159,103,30,0,26,14.7,9.8,".264",".345","0.789","94"
"Wade Jr., LaMonte",664774,2023,429,110,77,14,2,17,18.3,14.6,".256",".373","0.790","45"
"Abrams, CJ",682928,2023,563,138,86,28,6,18,19.2,5.2,".245",".300","0.712","64"
"Outman, James",681546,2023,483,120,78,16,3,23,31.9,12,".248",".353","0.790","70"
"Bogaerts, Xander",593428,2023,596,170,118,31,2,19,16.5,8.4,".285",".350","0.790","58"
"Paredes, Isaac",670623,2023,492,123,68,24,0,31,18.2,10.2,".250",".352","0.840","98"
"Arenado, Nolan",571448,2023,560,149,95,26,2,26,16.5,6.7,".266",".315","0.774","93"
"Muncy, Max",571970,2023,482,102,48,17,1,36,26.4,14.7,".212",".333","0.808","105"
"Carroll, Corbin",682998,2023,565,161,96,30,10,25,19.4,8.8,".285",".362","0.868","76"
"Ruiz, Keibert",660688,2023,523,136,94,24,0,18,10.3,5.5,".260",".308","0.717","67"
"Seager, Corey",608369,2023,477,156,81,42,0,33,16.4,9.1,".327",".390","1.013","96"
"Turner, Justin",457759,2023,558,154,100,31,0,23,17.6,8.1,".276",".345","0.800","96"
"Torkelson, Spencer",679529,2023,606,141,75,34,1,31,25,9.8,".233",".313","0.759","94"
"Crawford, J.P.",641487,2023,534,142,88,35,0,19,19.6,14.7,".266",".380","0.818","65"
"Verdugo, Alex",657077,2023,546,144,89,37,5,13,15.4,7.5,".264",".324","0.745","54"
"Soler, Jorge",624585,2023,504,126,66,24,0,36,24.3,11.4,".250",".341","0.853","75"
"Canha, Mark",592192,2023,435,114,77,25,1,11,15.6,9.7,".262",".355","0.755","62"
"Reynolds, Bryan",668804,2023,574,151,91,31,5,24,21.6,8.3,".263",".330","0.790","84"
"Díaz, Elias",553869,2023,486,130,90,25,1,14,22.4,6.5,".267",".316","0.725","72"
"LeMahieu, DJ",518934,2023,497,121,81,22,3,15,22.2,10.7,".243",".327","0.717","44"
"Suzuki, Seiya",673548,2023,515,147,90,31,6,20,22.3,10.1,".285",".357","0.842","74"
"Arozarena, Randy",668227,2023,551,140,95,19,3,23,23.9,12.2,".254",".364","0.789","83"
"Turner, Trea",607208,2023,639,170,104,35,5,26,21.7,6.5,".266",".320","0.779","76"
"Drury, Brandon",592273,2023,485,127,68,30,3,26,26,4.8,".262",".306","0.803","83"
"Estrada, Thairo",642731,2023,495,134,92,26,2,14,22.6,4.2,".271",".315","0.731","49"
"Albies, Ozzie",645277,2023,596,167,99,30,5,33,16.2,7,".280",".336","0.849","109"
"Raleigh, Cal",663728,2023,513,119,65,23,1,30,27.8,9.5,".232",".306","0.762","75"
"Realmuto, J.T.",592663,2023,489,123,70,28,5,20,25.6,6.5,".252",".310","0.762","63"
"Yoshida, Masataka",807799,2023,537,155,104,33,3,15,14,5.9,".289",".338","0.783","72"
"Straw, Myles",664702,2023,462,110,88,18,3,1,18.7,8.1,".238",".301","0.598","29"
"Rutschman, Adley",668939,2023,588,163,111,31,1,20,14.7,13.4,".277",".374","0.809","80"
"Thomas, Lane",657041,2023,628,168,101,36,3,28,25.8,5.3,".268",".315","0.783","86"
"Bellinger, Cody",641355,2023,499,153,97,29,1,26,15.6,7.2,".307",".356","0.881","97"
"Schwarber, Kyle",656941,2023,585,115,48,19,1,47,29.9,17.5,".197",".343","0.817","104"
"Marte, Ketel",606466,2023,569,157,97,26,9,25,16.8,10.9,".276",".358","0.843","82"
"Goldschmidt, Paul",502671,2023,593,159,103,31,0,25,23.4,12.7,".268",".363","0.810","80"
"Hays, Austin",669720,2023,520,143,89,36,2,16,24.9,6.7,".275",".325","0.769","67"
"Stott, Bryson",681082,2023,585,164,115,32,2,15,15.6,6.1,".280",".329","0.748","62"
"Díaz, Yandy",650490,2023,525,173,116,35,0,22,15.7,10.8,".330",".410","0.932","78"
"Casas, Triston",671213,2023,429,113,66,21,2,24,25.1,13.9,".263",".367","0.857","65"
"Abreu, José",547989,2023,540,128,86,23,1,18,21.9,7.1,".237",".296","0.679","90"
"Volpe, Anthony",683011,2023,541,113,65,23,4,21,27.8,8.7,".209",".283","0.666","60"
"Peña, Jeremy",665161,2023,577,152,107,32,3,10,20.3,6.8,".263",".324","0.705","52"
"Arraez, Luis",650333,2023,574,203,160,30,3,10,5.5,5.7,".354",".393","0.862","69"
"Henderson, Gunnar",683002,2023,560,143,77,29,9,28,25.6,9,".255",".325","0.814","82"
"Taveras, Leody",665750,2023,511,136,88,31,3,14,21.1,6.3,".266",".312","0.733","67"
