"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Abrams, CJ",682928,2024,541,133,78,29,6,20,21.3,6.6,".246",".314","0.747","65"
"Lindor, Francisco",596019,2024,618,169,96,39,1,33,18.4,8.1,".273",".344","0.844","91"
"Marte, Ketel",606466,2024,504,147,86,23,2,36,18.2,11.1,".292",".372","0.932","95"
"Morel, Christopher",666624,2024,535,105,70,11,3,21,26,10,".196",".288","0.634","60"
"Hernández, Teoscar",606192,2024,589,160,93,32,2,33,28.8,8.1,".272",".339","0.840","99"
"Winker, Jesse",608385,2024,430,109,72,23,0,14,20.9,12.4,".253",".360","0.765","58"
"Henderson, Gunnar",683002,2024,630,177,102,31,7,37,22.1,10.8,".281",".364","0.893","92"
"Turner, Trea",607208,2024,505,149,103,25,0,21,18.2,5,".295",".338","0.807","62"
"Gurriel Jr., Lourdes",666971,2024,513,143,101,22,2,18,18.3,5.2,".279",".322","0.757","75"
"Rafaela, Ceddanne",678882,2024,544,134,91,23,5,15,26.4,2.6,".246",".274","0.664","75"
"Turang, Brice",668930,2024,559,142,107,24,4,7,17,8.1,".254",".316","0.665","57"
"Schanuel, Nolan",694384,2024,519,130,98,19,0,13,17,11.2,".250",".343","0.705","54"
"Chourio, Jackson",694192,2024,528,145,91,29,4,21,21.1,6.8,".275",".327","0.791","79"
"Hoerner, Nico",663538,2024,582,159,116,35,1,7,10.3,6.9,".273",".335","0.708","48"
"Profar, Jurickson",595777,2024,564,158,105,29,0,24,15.1,11.4,".280",".380","0.839","85"
"Rooker Jr., Brent",667670,2024,546,160,93,26,2,39,28.8,9.6,".293",".365","0.927","112"
"Betts, Mookie",605141,2024,450,130,82,24,5,19,11,11.8,".289",".372","0.863","75"
"Judge, Aaron",592450,2024,559,180,85,36,1,58,24.3,18.9,".322",".458","1.159","144"
"Steer, Spencer",668715,2024,574,129,71,34,4,20,20.9,11,".225",".319","0.721","92"
"Nimmo, Brandon",607043,2024,571,128,77,25,3,23,23.8,11.6,".224",".327","0.726","90"
"Vaughn, Andrew",683734,2024,570,140,90,30,1,19,21.3,6.1,".246",".297","0.699","70"
"Ozuna, Marcell",542303,2024,606,183,113,31,0,39,24.7,10.8,".302",".378","0.924","104"
"Keith, Colt",690993,2024,516,134,102,15,4,13,19.8,6.5,".260",".309","0.689","61"
"McMahon, Ryan",641857,2024,567,137,89,28,0,20,28.7,10.7,".242",".325","0.722","65"
"Smith, Will",669257,2024,476,118,72,24,2,20,19.3,9.4,".248",".327","0.760","75"
"Neto, Zach",687263,2024,542,135,77,34,1,23,23.3,6.5,".249",".318","0.761","77"
"Taveras, Leody",665750,2024,480,110,78,17,3,12,21.2,7.9,".229",".289","0.641","44"
"Reynolds, Bryan",668804,2024,622,171,115,29,3,24,22.5,8.2,".275",".344","0.791","88"
"Chapman, Matt",656305,2024,575,142,74,39,2,27,24.4,9.9,".247",".328","0.791","78"
"Witt Jr., Bobby",677951,2024,636,211,123,45,11,32,15,8,".332",".389","0.977","109"
"Benintendi, Andrew",643217,2024,477,109,69,20,0,20,18.4,7.9,".229",".289","0.685","64"
"Olson, Matt",621566,2024,600,148,81,37,1,29,24.8,10.4,".247",".333","0.790","98"
"Alvarez, Yordan",670541,2024,552,170,99,34,2,35,15,10.9,".308",".392","0.959","86"
"Donovan, Brendan",680977,2024,587,163,112,34,3,14,12.4,7.2,".278",".342","0.759","73"
"Burleson, Alec",676475,2024,547,147,106,20,0,21,12.8,5.9,".269",".314","0.734","78"
"Sánchez, Jesús",660821,2024,489,123,79,25,1,18,26.1,7.6,".252",".313","0.730","64"
"Frelick, Sal",686217,2024,475,123,95,22,4,2,14.9,7.4,".259",".320","0.655","32"
"Altuve, Jose",514888,2024,628,185,134,31,0,20,17.4,6.9,".295",".350","0.789","65"
"France, Ty",664034,2024,479,112,75,24,0,13,21.3,7.1,".234",".305","0.670","51"
"Díaz, Yandy",650490,2024,563,158,112,31,1,14,15.3,8.1,".281",".341","0.755","65"
"Volpe, Anthony",683011,2024,637,155,109,27,7,12,22.6,6.1,".243",".293","0.657","60"
"Pasquantino, Vinnie",686469,2024,496,130,79,30,2,19,12.8,7.2,".262",".315","0.761","97"
"Santander, Anthony",623993,2024,595,140,69,25,2,44,19.4,8.7,".235",".308","0.814","102"
"Burger, Jake",669394,2024,535,134,81,23,1,29,25.9,5.4,".250",".301","0.761","76"
"Busch, Michael",683737,2024,496,123,72,28,2,21,28.6,11.1,".248",".335","0.775","65"
"Springer III, George",543807,2024,545,120,79,19,3,19,18.7,9.8,".220",".303","0.674","56"
"Adames, Willy",642715,2024,610,153,88,33,0,32,25.1,10.8,".251",".331","0.793","112"
"Verdugo, Alex",657077,2024,559,130,88,28,1,13,15,7.9,".233",".291","0.647","61"
"Stephenson, Tyler",663886,2024,457,118,72,26,1,19,22.7,9.3,".258",".338","0.782","66"
"O'Hoppe, Logan",681351,2024,479,117,79,17,1,20,29.7,6.3,".244",".303","0.712","56"
"Bell, Josh",605137,2024,538,134,90,23,2,19,19.9,8.5,".249",".319","0.724","71"
"Winn, Masyn",691026,2024,587,157,105,32,5,15,17.1,6.4,".267",".314","0.730","57"
"Peña, Jeremy",665161,2024,602,160,115,28,2,15,17.1,3.8,".266",".308","0.702","70"
"Kwan, Steven",680757,2024,480,140,107,16,3,14,9.4,9.8,".292",".368","0.793","44"
"Bohm, Alec",664761,2024,554,155,94,44,2,15,14.2,6.6,".280",".332","0.780","97"
"Soler, Jorge",624585,2024,493,119,63,34,1,21,24.6,11.8,".241",".338","0.780","64"
"Duran, Jarren",680776,2024,671,191,108,48,14,21,21.8,7.3,".285",".342","0.834","75"
"Guerrero Jr., Vladimir",665489,2024,616,199,124,44,1,30,13.8,10.3,".323",".396","0.940","103"
"Stott, Bryson",681082,2024,506,124,92,19,2,11,16.3,9.3,".245",".315","0.671","57"
"Raleigh, Cal",663728,2024,546,120,70,16,0,34,28,11.1,".220",".312","0.748","100"
"Alonso, Pete",624413,2024,608,146,81,31,0,34,24.7,10.1,".240",".329","0.788","88"
"Freeman, Freddie",518692,2024,542,153,94,35,2,22,15.7,12.2,".282",".378","0.854","89"
"De La Cruz, Elly",682829,2024,618,160,89,36,10,25,31.3,9.9,".259",".339","0.810","76"
"Bregman, Alex",608324,2024,581,151,93,30,2,26,13.6,6.9,".260",".315","0.768","75"
"Castro, Willi",650489,2024,558,138,90,31,5,12,23.6,8,".247",".331","0.716","60"
"Varsho, Daulton",662139,2024,459,98,52,21,7,18,26.7,9.4,".214",".293","0.700","58"
"Turner, Justin",457759,2024,460,119,84,24,0,11,17.6,10.9,".259",".354","0.737","55"
