"last_name, first_name","player_id","year","ab","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_rbi"
"Adames, Willy",642715,2022,563,134,72,31,0,31,26.9,7.9,".238",".298","0.756","98"
"Wisdom, Patrick",621550,2022,469,97,44,28,0,25,34.3,9.9,".207",".298","0.724","66"
"Flores, Wilmer",527038,2022,525,120,72,28,1,19,17.1,9.8,".229",".316","0.710","71"
"Bohm, Alec",664761,2022,586,164,124,24,3,13,17.4,4.9,".280",".315","0.713","72"
"Pham, Tommy",502054,2022,554,131,90,23,1,17,26.8,9,".236",".312","0.686","63"
"Riley, Austin",663586,2022,615,168,89,39,2,38,24.2,8.2,".273",".349","0.877","93"
"Brown, Seth",664913,2022,500,115,61,26,3,25,26.3,9.2,".230",".305","0.749","73"
"LeMahieu, DJ",518934,2022,467,122,92,18,0,12,13.1,12.4,".261",".357","0.734","46"
"Muncy, Max",571970,2022,464,91,47,22,1,21,25,15.9,".196",".329","0.713","69"
"Altuve, Jose",514888,2022,527,158,91,39,0,28,14.4,10.9,".300",".387","0.920","57"
"Hernández, Teoscar",606192,2022,499,133,72,35,1,25,28.4,6.4,".267",".316","0.807","77"
"Suárez, Eugenio",553993,2022,543,128,71,24,2,31,31.2,11.6,".236",".332","0.791","87"
"Rojas, Josh",668942,2022,443,119,84,25,1,9,19.2,10.8,".269",".349","0.740","56"
"Goldschmidt, Paul",502671,2022,561,178,102,41,0,35,21.7,12.1,".317",".404","0.982","115"
"Alonso, Pete",624413,2022,597,162,95,27,0,40,18.7,9.8,".271",".352","0.870","131"
"Kwan, Steven",680757,2022,563,168,130,25,7,6,9.4,9.7,".298",".373","0.773","52"
